id,name,birth_year,death_year,birth_place_raw,country,region,period,wikidata,lifespan
basilio_lami_dozo,Basilio Lami Dozo,1929.0,2017.0,"Santiago del Estero, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2886883,88.0
jose_martinez_de_hoz,José Alfredo Martínez de Hoz,1925.0,2013.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q3326194,88.0
rodolfo_walsh,Rodolfo Walsh,1927.0,1977.0,"Lamarque, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1111411,50.0
carlos_puebla,Carlos Puebla,1917.0,1989.0,"Manzanillo, Cuba",Cuba,Latin America,World Wars Era,http://www.wikidata.org/entity/Q544283,72.0
miguel_unamuno,Miguel de Unamuno,1864.0,1936.0,"Bilbao, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q185085,72.0
lisandro_de_la_torre,Lisandro de la Torre,1868.0,1939.0,"Rosario, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q3543869,71.0
raul_scalabrini_ortiz,Raúl Scalabrini Ortiz,1898.0,1959.0,"Corrientes, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q4263301,61.0
jose_artigas,José Gervasio Artigas,1764.0,1850.0,"Montevideo, Uruguay",Uruguay,Latin America,Early Modern,http://www.wikidata.org/entity/Q252847,86.0
manuel_oribe,Manuel Oribe,1792.0,1857.0,"Montevideo, Uruguay",Uruguay,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q467987,65.0
eugene_sue,Eugène Sue,1804.0,1857.0,"París, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q315220,53.0
ludwig_von_ficker,Ludwig von Ficker,1880.0,1967.0,"Múnich, Alemania",Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q84897,87.0
theophile_gautier,Théophile Gautier,1811.0,1872.0,"Tarbes, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q183737,61.0
john_ruskin,John Ruskin,1819.0,1900.0,"Londres, Inglaterra",United Kingdom,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q179126,81.0
william_holman_hunt,William Holman Hunt,1827.0,1910.0,"Londres, Reino Unido",United Kingdom,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q211763,83.0
dante_gabriel_rossetti,Dante Gabriel Rossetti,1828.0,1882.0,"Londres, Inglaterra",United Kingdom,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q186748,54.0
amilcar_barca,Amílcar Barca,-275.0,-228.0,"Cartago, Túnez","Cartago, Túnez",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q185101,47.0
mathos,Mathos,,-237.0,Libia,Libia,Other/Unknown,Unknown,http://www.wikidata.org/entity/Q3299086,
mercedes_roffe,Mercedes Roffé,1954.0,,"Buenos Aires, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q5495435,
euripides,Eurípides,-480.0,-406.0,"Salamina, Grecia",Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q48305,74.0
aubrey_beardsley,Aubrey Beardsley,1872.0,1898.0,"Brighton, Inglaterra",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q272566,26.0
arnold_hauser,Arnold Hauser,1892.0,1978.0,"Timișoara, Rumania","Timișoara, Rumania",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q365852,86.0
herodoto,Heródoto,-484.0,-425.0,"Halicarnaso, Turquía","Halicarnaso, Turquía",Other/Unknown,Classical Antiquity,http://www.wikidata.org/entity/Q2685,59.0
jan_van_eyck,Jan van Eyck,1390.0,1441.0,"Maaseik, Bélgica",Belgium,Western Europe,Medieval,http://www.wikidata.org/entity/Q102272,51.0
jan_potocki,Jan Potocki,1761.0,1815.0,"Pikov, Ucrania","Pikov, Ucrania",Other/Unknown,Early Modern,http://www.wikidata.org/entity/Q367109,54.0
hans_memling,Hans Memling,1430.0,1494.0,"Seligenstadt, Alemania",Germany,Western Europe,Renaissance,http://www.wikidata.org/entity/Q106851,64.0
diego_angelino,Diego Angelino,1944.0,2024.0,"Maciá, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5805872,80.0
francois_mitterrand,François Mitterrand,1916.0,1996.0,"Jarnac, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q2038,80.0
italo_calvino,Italo Calvino,1923.0,1985.0,"Santiago de las Vegas, Cuba",Cuba,Latin America,World Wars Era,http://www.wikidata.org/entity/Q154756,62.0
marlon_brando,Marlon Brando,1924.0,2004.0,"Omaha, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q34012,80.0
charles_chaplin,Charles Chaplin,1889.0,1977.0,"Londres, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q729356,88.0
jd_salinger,Jerome David Salinger,1919.0,2010.0,"Nueva York, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q79904,91.0
guillermo_hudson,William Henry Hudson,1841.0,1922.0,"Quilmes, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q255470,81.0
paco_urondo,Francisco Urondo,1930.0,1976.0,"Santa Fe, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1648047,46.0
augusto_pinochet,Augusto Pinochet,1915.0,2006.0,"Valparaíso, Chile",Chile,Latin America,World Wars Era,http://www.wikidata.org/entity/Q368,91.0
haroldo_conti,Haroldo Conti,1925.0,1976.0,"Chacabuco, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1585984,51.0
jose_isaacson,José Isaacson,1922.0,2009.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q55949415,87.0
jorge_anaya,Jorge Isaac Anaya,1926.0,2008.0,"Bahía Blanca, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2714985,82.0
margaret_tatcher,Margaret Thatcher,1925.0,2013.0,"Grantham, Inglaterra",United Kingdom,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q7416,88.0
alvaro_alsogaray,Álvaro Alsogaray,1913.0,2005.0,"Esperanza, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q8076665,92.0
mercedes_rosas,Mercedes Rosas,1810.0,1870.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q104247432,60.0
florencio_varela,Florencio Varela,1807.0,1848.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q5460859,41.0
julian_aguero,Julián Agüero,1776.0,1851.0,"Buenos Aires, Argentina",Argentina,Latin America,Early Modern,http://www.wikidata.org/entity/Q5956231,75.0
agustina_rosas,Agustina Rosas,1816.0,1898.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q5660464,82.0
matilde_stewart,Matilde Pacheco Stewart,1854.0,1926.0,"Montevideo, Uruguay",Uruguay,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q6787542,72.0
sila,Lucio Cornelio Sila,-138.0,-78.0,Roma,Roma,Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q483783,60.0
melchor_pacheco,Melchor Pacheco y Obes,1809.0,1855.0,"Montevideo, Uruguay",Uruguay,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q6009460,46.0
francois_guizot,François Guizot,1787.0,1874.0,"Nîmes, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q157324,87.0
gabriel_de_mably,Gabriel Bonnot de Mably,1709.0,1785.0,"Grenoble, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q202555,76.0
heinrich_von_kleist,Heinrich von Kleist,1777.0,1811.0,"Frankfurt (Oder), Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q28494,34.0
elias_canetti,Elias Canetti,1905.0,1994.0,"Ruse, Bulgaria","Ruse, Bulgaria",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q80064,89.0
hippolyte_taine,Hippolyte Taine,1828.0,1893.0,"Vouziers, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q297726,65.0
gabriela_massuh,Gabriela Massuh,1951.0,,"San Miguel de Tucumán, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q109677143,
armando_roche,Armando Almada Roche,1942.0,,"Formosa, Argentina",Argentina,Latin America,World Wars Era,,
chesterton,Gilbert Keith Chesterton,1874.0,1936.0,"Kensington, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q183167,62.0
de_quincey,Thomas De Quincey,1785.0,1859.0,"Mánchester, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q317160,74.0
hector_libertella,Héctor Libertella,1945.0,2006.0,"Bahía Blanca, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q5963910,61.0
william_gass,William Gass,1924.0,2017.0,"Fargo, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q304874,93.0
rafael_lapesa,Rafael Lapesa,1908.0,2001.0,"Valencia, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q2121312,93.0
ferdinand_de_saussure,Ferdinand de Saussure,1857.0,1913.0,"Ginebra, Suiza",Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q13230,56.0
rodolfo_kusch,Rodolfo Kusch,1922.0,1979.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q6110534,57.0
canal_feijoo,Bernardo Canal Feijóo,1897.0,1982.0,"Santiago del Estero, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q16489661,85.0
charles_perrault,Charles Perrault,1628.0,1703.0,"París, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q128460,75.0
etienne_de_condillac,Étienne Bonnot de Condillac,1714.0,1780.0,"Grenoble, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q272119,66.0
plutarco,Plutarco,46.0,120.0,"Queronea, Grecia",Greece,Southern Europe / Classical,Hellenistic/Roman,http://www.wikidata.org/entity/Q41523,74.0
ricardo_rojas,Ricardo Rojas,1882.0,1957.0,"San Miguel de Tucumán, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q347832,75.0
charles_rollin,Charles Rollin,1661.0,1741.0,"París, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q2471187,80.0
william_whiston,William Whiston,1667.0,1752.0,"Norton, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q452091,85.0
robert_cunninghame_graham,Robert Bontine Cunninghame Graham,1852.0,1936.0,"Londres, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q334633,84.0
defilippis_novoa,Francisco Defilippis Novoa,1889.0,1930.0,"Paraná, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q1441939,41.0
paul_ricoeur,Paul Ricoeur,1913.0,2005.0,"Valence, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q192066,92.0
giambattista_vico,Giambattista Vico,1668.0,1744.0,"Nápoles, Italia",Italy,Western Europe,Early Modern,http://www.wikidata.org/entity/Q178709,76.0
carlos_altamirano,Carlos Altamirano,1939.0,,"Corrientes, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5749649,
beatriz_sarlo,Beatriz Sarlo,1942.0,2024.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q4408686,82.0
fermin_chavez,Fermín Chávez,1924.0,2006.0,"Nogoyá, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2887481,82.0
halperin_donghi,Tulio Halperín Donghi,1926.0,2014.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q3541956,88.0
michel_jarrety,Michel Jarrety,1953.0,,Francia,France,Western Europe,Contemporary,http://www.wikidata.org/entity/Q47466031,
hans_robert_jauss,Hans Robert Jauss,1921.0,1997.0,"Göppingen, Alemania",Germany,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q61262,76.0
arturo_roig,Arturo Andrés Roig,1922.0,2012.0,"Mendoza, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2865932,90.0
jean_starobinski,Jean Starobinski,1920.0,2019.0,"Ginebra, Suiza",Switzerland,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q123507,99.0
marta_lynch,Marta Lynch,1925.0,1985.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q434892,60.0
wanda_sacher_masoch,Wanda von Sacher-Masoch,1845.0,1933.0,"Graz, Austria",Austria,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q113750,88.0
mozart,Wolfgang Amadeus Mozart,1756.0,1791.0,"Salzburgo, Austria",Austria,Western Europe,Early Modern,http://www.wikidata.org/entity/Q254,35.0
domenico_scarlatti,Domenico Scarlatti,1685.0,1757.0,"Nápoles, Italia",Italy,Western Europe,Early Modern,http://www.wikidata.org/entity/Q167837,72.0
jorge_monteleone,Jorge Monteleone,1957.0,,"Buenos Aires, Argentina",Argentina,Latin America,Contemporary,,
tinianov,Yuri Tiniánov,1894.0,1943.0,"Rezekne, Letonia","Rezekne, Letonia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q368455,49.0
nathaniel_hawthorne,Nathaniel Hawthorne,1804.0,1864.0,"Salem, Estados Unidos",United States,North America,Revolutionary Era,http://www.wikidata.org/entity/Q69339,60.0
santiago_dabove,Santiago Dabove,1889.0,1951.0,"Morón, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q7420248,62.0
juan_filloy,Juan Filloy,1894.0,2000.0,"Córdoba, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q1388819,106.0
salvador_dali,Salvador Dalí,1904.0,1989.0,"Figueres, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q5577,85.0
enrique_banchs,Enrique Banchs,1888.0,1968.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q575904,80.0
degas,Edgar Degas,1834.0,1917.0,"París, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q46373,83.0
ernest_hemingway,Ernest Hemingway,1899.0,1961.0,"Oak Park, Estados Unidos",United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q23434,62.0
marilyn_monroe,Marilyn Monroe,1926.0,1962.0,"Los Ángeles, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q4616,36.0
stan_laurel,Stan Laurel,1890.0,1965.0,"Ulverston, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q72869,75.0
oliver_hardy,Oliver Hardy,1892.0,1957.0,"Harlem, Estados Unidos",United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q72911,65.0
bertolt_brecht,Bertolt Brecht,1898.0,1956.0,"Augsburgo, Alemania",Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q38757,58.0
valery_giscard,Valéry Giscard d'Estaing,1926.0,2020.0,"Coblenza, Alemania",Germany,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q2124,94.0
aquiles_fabregat,Aquiles Fabregat,1938.0,2010.0,"Montevideo, Uruguay",Uruguay,Latin America,World Wars Era,http://www.wikidata.org/entity/Q19720223,72.0
luis_aguile,Luis Aguilé,1936.0,2009.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2187957,73.0
joan_manuel_serrat,Joan Manuel Serrat,1943.0,,"Barcelona, España",Spain,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q312753,
karen_quinlan,Karen Ann Quinlan,1954.0,1985.0,"Scranton, Estados Unidos",United States,North America,Contemporary,http://www.wikidata.org/entity/Q3175638,31.0
estrabon,Estrabón,-64.0,24.0,"Amasya, Reino del Ponto","Amasya, Reino del Ponto",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q45936,88.0
suetonio,Cayo Suetonio,70.0,126.0,"Hipona, Imperio Romano","Hipona, Imperio Romano",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q10133,56.0
beatriz_castillo,Beatriz Castillo,1928.0,1990.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,,62.0
hector_grisafi,Héctor Grisafi,,,Argentina,Argentina,Latin America,Unknown,,
osvaldo_rossler,Osvaldo Rossler,,,,,Other/Unknown,Unknown,,
delia_pasini,Delia Pasini,,,,,Other/Unknown,Unknown,,
raul_zoppi,Raul Zoppi,,,,,Other/Unknown,Unknown,,
clementina_battle,Clementina G. Battle,,,,,Other/Unknown,Unknown,,
jacques_duprey,Jacques Duprey,,,,,Other/Unknown,Unknown,,
mario_teruggi,Mario A. Teruggi,,,,,Other/Unknown,Unknown,,
pepa_lavalle,Pepa Lavalle,,,,,Other/Unknown,Unknown,,
salvador_ruano,Salvador Ruano,,,,,Other/Unknown,Unknown,,
